ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,cb833630-4602-4597-adca-90c4cbb88530,2009,,"[27.8, 77.0]",69208,51,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Hanna Erica Maria Glas,24693.0,Right Back,96,Sweden Women's,858,['5f5b033b-13dd-473f-b5e3-d664b4bf555e'],28,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:06:28.940,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0a88aced-5169-4921-a208-8d392a68290a,2012,,"[62.0, 74.7]",69208,51,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Emma Stina Blackstenius,10229.0,Center Forward,96,Sweden Women's,858,['72112219-a761-4f5f-a8e4-6e5c81a25f34'],31,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:06:31.255,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ddcbbc74-0e06-49dd-a525-c0d4824142f7,2016,,"[63.0, 12.0]",69208,51,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lina Magull,10259.0,Left Center Forward,97,Germany Women's,857,['57a60958-f94e-4c0a-bd16-004b392d060d'],40,,,,,,,,,,,,,,,,,,Germany Women's,857,00:06:40.347,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,a88e5903-21b8-4339-9555-406389e16644,2019,,"[53.9, 48.2]",69208,51,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sara Doorsoun-Khajeh,10261.0,Right Center Back,97,Germany Women's,857,['3f64bf5b-99ec-430c-a05d-d6adee7fe0b6'],46,,,,,,,,,,,,,,,,,,Germany Women's,857,00:06:46.193,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,a7908662-9de7-4a47-a7e0-7208c0eea424,2022,,"[52.1, 32.6]",69208,51,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marina Hegering,25491.0,Left Center Back,97,Germany Women's,857,['2dfb0a52-d203-4b4f-bf7f-e108d97a3c9b'],50,,,,,,,,,,,,,,,,,,Germany Women's,857,00:06:50.451,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,b00f37f9-d522-4e6c-8709-54bd7bbc4e55,2026,,"[54.1, 19.5]",69208,51,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alexandra Popp,15178.0,Right Center Midfield,97,Germany Women's,857,['7986153b-bc82-458b-95af-b9eac11509fa'],51,,,,,,,,,,,,,,,,,,Germany Women's,857,00:06:51.867,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,31ee83ce-8f43-4234-885e-a9f8d524a7cc,2034,,"[97.5, 16.5]",69208,52,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sara Däbritz,10263.0,Left Center Midfield,97,Germany Women's,857,['942538a5-dd36-4bc7-b1e5-a0d7b3439a75'],0,,,,,,,,,,,,,,,,,,Germany Women's,857,00:07:00.610,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,bab27d21-f987-4cf9-9a3d-4d4857b70496,2040,,"[108.5, 14.6]",69208,52,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Dzsenifer Marozsan,10262.0,Left Midfield,98,Germany Women's,857,['4e263cbb-05f8-41bb-8f14-c757bd213db4'],15,,,,,,,,,,,,,,,,,,Germany Women's,857,00:07:15.505,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,8ef29a28-33f8-4a8c-affb-b7cb34e9c8c4,2045,,"[34.1, 52.1]",69208,52,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Emma Stina Blackstenius,10229.0,Center Forward,98,Germany Women's,857,['d1dd1790-d72a-4c02-9793-928aa98c4db5'],19,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:07:19.694,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,947f66e4-271e-42d9-9531-cc61049f5d63,2048,,"[94.0, 32.1]",69208,52,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Svenja Huth,10374.0,Right Midfield,98,Germany Women's,857,['d3da879b-ce4a-4f89-af68-dcd72d42d1d1'],21,,,,,,,,,,,,,,,,,,Germany Women's,857,00:07:21.006,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,16dc0bc3-f083-4ebd-bf26-138e617d9ced,2051,,"[77.0, 33.1]",69208,52,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sara Doorsoun-Khajeh,10261.0,Right Center Back,98,Germany Women's,857,['3b24c952-26cd-463d-b7a0-bd448abaefc6'],22,,,,,,,,,,,,,,,,,,Germany Women's,857,00:07:22.432,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,e5a2bbf4-fa1f-4fc4-bcc4-9a364aa2c8ad,2054,,"[81.1, 39.3]",69208,52,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lina Magull,10259.0,Left Center Forward,98,Germany Women's,857,['7a201870-f28a-4d0f-b31c-70c9ee95fbcb'],24,,,,,,,,,,,,,,,,,,Germany Women's,857,00:07:24.643,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2d3c720b-a15e-4ee9-b9de-fea574edfe28,2057,,"[76.6, 51.5]",69208,52,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sara Doorsoun-Khajeh,10261.0,Right Center Back,98,Germany Women's,857,['42af8da1-db2b-4ecc-ab04-def43bfa6873'],26,,,,,,,,,,,,,,,,,,Germany Women's,857,00:07:26.322,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4caf97da-12fd-4c8e-942c-4458f7a61432,2060,,"[67.6, 31.6]",69208,52,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marina Hegering,25491.0,Left Center Back,98,Germany Women's,857,['fbce3df6-2fe3-419c-b432-5d4cad135cb5'],28,,,,,,,,,,,,,,,,,,Germany Women's,857,00:07:28.016,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5cc56be5-4c87-4a65-8f04-4168b51b6223,2064,,"[80.3, 19.8]",69208,52,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alexandra Popp,15178.0,Right Center Midfield,98,Germany Women's,857,"['94ad9724-a998-456d-b727-c6c176ce29a3', 'd4d263ba-2518-4e7d-83ad-80bf97b5219b']",30,,,,,,,,,,,,,,,,,,Germany Women's,857,00:07:30.458,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,c99ac6a5-f8c8-4677-960e-ebcafccf8c91,2067,,"[114.8, 61.9]",69208,52,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Svenja Huth,10374.0,Right Midfield,98,Germany Women's,857,['b724b127-8726-4d95-a9aa-8441aa599b68'],36,,,,,,,,,,,,,,,,,,Germany Women's,857,00:07:36.969,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,00750968-0756-4191-bbd0-c639a85d1cf3,2074,,"[109.2, 63.5]",69208,53,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sara Däbritz,10263.0,Left Center Midfield,100,Germany Women's,857,['836f6593-b092-443f-ad2e-6a0e6ee28f9a'],25,,,,,,,,,,,,,,,,,,Germany Women's,857,00:08:25.049,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,9df92770-bc38-4520-a5d1-6491a4a13ca7,2083,,"[88.2, 55.8]",69208,53,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emma Stina Blackstenius,10229.0,Center Forward,101,Sweden Women's,858,"['3da4aac0-4ce2-4917-bb65-0af4b0914a57', 'f1a3353d-413a-4cd5-a712-deb5fccf811e']",34,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:08:34.109,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,303357b8-7e50-4cd1-93eb-24e64bf202ca,2089,,"[72.4, 74.3]",69208,53,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Nilla Fischer,10375.0,Right Center Back,102,Sweden Women's,858,['f8c3b02f-d87b-470a-8648-be29c1d3b0a3'],57,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:08:57.398,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,90c1b838-3e68-455b-9ca5-7d06856e1775,2092,,"[52.9, 44.3]",69208,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Linda Brigitta Sembrant,10230.0,Left Center Back,102,Sweden Women's,858,['619c83cb-dc35-4558-8231-2454583ca7ec'],0,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:09:00.827,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,b53d976a-b6ff-43e7-8cb6-7221af1f85ae,2095,,"[61.8, 21.8]",69208,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Back,102,Sweden Women's,858,['a9276a96-dbfa-4798-96ca-6cbef6b3b4c6'],3,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:09:03.712,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,d7b3ff14-6939-41b3-b155-7cee8c1f41d3,2102,,"[19.9, 63.8]",69208,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sara Doorsoun-Khajeh,10261.0,Right Center Back,103,Germany Women's,857,['50dd7ace-d873-45c8-a2d9-1b68f98b378a'],12,,,,,,,,,,,,,,,,,,Germany Women's,857,00:09:12.264,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,482a3fb4-2dad-47fe-8336-26752af5eb1a,2105,,"[41.8, 55.7]",69208,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lina Magull,10259.0,Left Center Forward,103,Germany Women's,857,['5d215641-22ef-421a-bae6-b14de243a305'],15,,,,,,,,,,,,,,,,,,Germany Women's,857,00:09:15.165,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,8f0ba978-7ac4-4eb6-a3d4-027824adfd9e,2108,,"[31.9, 57.6]",69208,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sara Doorsoun-Khajeh,10261.0,Right Center Back,103,Germany Women's,857,['96257171-130f-45d4-a858-e3e64dbed8de'],16,,,,,,,,,,,,,,,,,,Germany Women's,857,00:09:16.160,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ecb574be-9dc9-4944-9a32-5707fe8635de,2111,,"[30.9, 26.0]",69208,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marina Hegering,25491.0,Left Center Back,103,Germany Women's,857,['b2f24eb1-9b45-4e0c-8437-2a71466f0eb1'],19,,,,,,,,,,,,,,,,,,Germany Women's,857,00:09:19.602,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,87c77bfd-93b7-4a7e-8044-158d5d0da0d1,2114,,"[44.4, 2.3]",69208,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Giulia Gwinn,25492.0,Left Back,103,Germany Women's,857,['293aa770-6cc4-491b-b933-9565f9b10918'],23,,,,,,,,,,,,,,,,,,Germany Women's,857,00:09:23.278,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4d2552e0-2d4e-4ffb-8321-9e208432f76d,2118,,"[23.4, 10.4]",69208,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marina Hegering,25491.0,Left Center Back,103,Germany Women's,857,"['22aa3453-0ac1-4fbd-8422-4c5881ba11b6', '386849cf-073f-45a9-8840-a9fa9b4c8c0d']",28,,,,,,,,,,,,,,,,,,Germany Women's,857,00:09:28.363,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,7456c264-9f19-4c1c-b5fb-f90be472d34a,2121,,"[13.0, 35.1]",69208,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Almuth Schult,10257.0,Goalkeeper,103,Germany Women's,857,['58d3e9d6-608e-4a30-bb8a-ddd86dd43118'],30,,,,,,,,,,,,,,,,,,Germany Women's,857,00:09:30.958,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,8cb89d68-2b20-4dd3-9b17-aa506fdda060,2125,,"[46.4, 12.4]",69208,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Linda Brigitta Sembrant,10230.0,Left Center Back,104,Sweden Women's,858,['ecc54d90-30c5-4d32-9e62-e0be7cf5271c'],49,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:09:49.317,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3bebad10-02d4-4911-b4dd-c95dd600da56,2128,,"[24.6, 44.2]",69208,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Rut Hedvig Lindahl,4640.0,Goalkeeper,104,Sweden Women's,858,['a0c31268-b945-4068-a4fc-f1615bb0f24b'],53,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:09:53.922,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,62274844-0fc6-407b-9d39-bbba43ad5d08,2131,,"[40.9, 56.4]",69208,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Nilla Fischer,10375.0,Right Center Back,104,Sweden Women's,858,['1f2855b3-0a58-4bc0-8e86-fd7f3d24b8bd'],56,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:09:56.536,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,da115008-3bb4-4fcd-9ccf-226e5942bd50,2134,,"[27.8, 46.5]",69208,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Rut Hedvig Lindahl,4640.0,Goalkeeper,104,Sweden Women's,858,['f7d5f610-3aa9-4a4f-8644-23271be9c74b'],59,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:09:59.147,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5250afcb-f240-4744-9690-1850d80eb74f,2137,,"[39.2, 16.2]",69208,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Linda Brigitta Sembrant,10230.0,Left Center Back,104,Sweden Women's,858,['a8f6ee00-927b-4c80-8a70-c828a5205c5f'],1,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:10:01.894,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,6973c68b-95b7-4e0b-a0f0-211e336e333b,2140,,"[89.5, 20.6]",69208,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Emma Stina Blackstenius,10229.0,Center Forward,104,Sweden Women's,858,['5c0dd1e3-60ae-41e5-a9cd-98dd2c84269a'],6,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:10:06.586,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,e7df61d0-b1f4-46f5-b562-7970e8186ecd,2143,,"[80.3, 22.8]",69208,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Fridolina Rolfö,10215.0,Left Wing,104,Sweden Women's,858,['cd1a7d4d-07b5-46e7-a426-829d688e5f77'],7,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:10:07.679,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,c66af882-6943-4c4e-b5ba-f9754420e6f6,2147,,"[39.8, 47.2]",69208,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lina Magull,10259.0,Left Center Forward,105,Germany Women's,857,['d98c1e0c-ec2c-4f83-896c-4820aca9bbc9'],54,,,,,,,,,,,,,,,,,,Germany Women's,857,00:10:54.263,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2cf9e640-04bf-4d3c-af3c-566fff672ce4,2149,,"[43.1, 13.9]",69208,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marina Hegering,25491.0,Left Center Back,105,Germany Women's,857,['f7aded60-d6ba-45b0-a106-b11167e1c6c1'],58,,,,,,,,,,,,,,,,,,Germany Women's,857,00:10:58.903,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,c3cb0036-a431-4193-973b-56943b729d27,2153,,"[26.1, 27.9]",69208,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Almuth Schult,10257.0,Goalkeeper,105,Germany Women's,857,['cb7f6fdc-d657-42bf-a730-9c9fa7983567'],3,,,,,,,,,,,,,,,,,,Germany Women's,857,00:11:03.962,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,46975b15-cc77-4158-9c85-e002d5f9f9ac,2157,,"[30.6, 50.2]",69208,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sara Doorsoun-Khajeh,10261.0,Right Center Back,105,Germany Women's,857,['c7efeb72-9af7-4b9b-9566-3614485043cf'],6,,,,,,,,,,,,,,,,,,Germany Women's,857,00:11:06.333,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,ad7984c1-4519-42a9-9006-4ba9caf1db2f,2160,,"[95.6, 25.7]",69208,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lea Schüller,25476.0,Right Center Forward,105,Germany Women's,857,['3279e16c-4a31-4aef-9f7d-6f6f7fabe522'],13,,,,,,,,,,,,,,,,,,Germany Women's,857,00:11:13.485,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1a8075f7-a4e4-4155-a6cc-f0442638925e,2163,,"[37.6, 41.3]",69208,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Elin Ingrid Johanna Rubensson,10221.0,Right Defensive Midfield,106,Sweden Women's,858,"['7f10ea65-952e-468f-8aa5-c5cf200c95b1', 'a31ab999-4d37-4001-8251-032ad69fe5d9']",15,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:11:15.614,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,cd01f235-f617-4a33-8cc6-08ee3e6bd53e,2168,,"[45.8, 75.7]",69208,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Eva Sofia Jakobsson,13881.0,Right Wing,106,Sweden Women's,858,['76094aca-b4f8-4142-b894-a0a45660982c'],20,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:11:20.445,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,2cdcb045-54c9-443f-8e3e-ed64a69c31ba,2171,,"[59.5, 66.8]",69208,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kosovare Asllani,10220.0,Center Attacking Midfield,106,Sweden Women's,858,['4ce7038b-fa4f-4476-af0f-74d819d97565'],23,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:11:23.801,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01712300-7452-4227-8d73-0dda981e8f28,2173,,"[68.5, 8.0]",69208,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Giulia Gwinn,25492.0,Left Back,107,Germany Women's,857,['2c6d2117-22e5-420a-867b-84e8a062afcc'],26,,,,,,,,,,,,,,,,,,Germany Women's,857,00:11:26.029,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,550ea57d-7d42-48f1-988a-036e7793058e,2176,,"[67.6, 2.5]",69208,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexandra Popp,15178.0,Right Center Midfield,107,Germany Women's,857,"['40995a63-abd3-46ee-a333-f6314242ccd1', 'a133ac04-9e88-406e-b69c-f5ee3a15c9b3']",26,,,,,,,,,,,,,,,,,,Germany Women's,857,00:11:26.971,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,2718dc68-3837-46ad-ad40-668db51e2c6b,2180,,"[58.9, 66.4]",69208,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kosovare Asllani,10220.0,Center Attacking Midfield,108,Sweden Women's,858,['8efb6449-8acb-4b7d-864f-95460953ca22'],30,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:11:30.950,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,aa1096ce-63d4-433e-ad69-8488d7209a83,2185,,"[100.6, 77.0]",69208,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Eva Sofia Jakobsson,13881.0,Right Wing,108,Sweden Women's,858,['858c2872-017c-4de6-92e2-c4dd5f636256'],38,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:11:38.672,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,e136d6f1-e8b4-4c19-8aeb-66e7eea3a735,2194,,"[8.1, 13.4]",69208,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Svenja Huth,10374.0,Right Midfield,109,Germany Women's,857,['6830bf7d-665f-4132-88af-f28101edc6d7'],44,,,,,,,,,,,,,,,,,,Germany Women's,857,00:11:44.677,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,7573cd8c-7d9c-47de-ad02-5409b8ddf0f6,2198,,"[86.2, 11.9]",69208,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lea Schüller,25476.0,Right Center Forward,109,Germany Women's,857,['61099f28-dcd4-492e-8f62-c0238556df74'],54,,,,,,,,,,,,,,,,,,Germany Women's,857,00:11:54.982,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,6ed47223-941d-4797-8833-0248dbf7fba4,2201,,"[52.5, 35.8]",69208,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fridolina Rolfö,10215.0,Left Wing,109,Germany Women's,857,['f294387b-06ef-4b23-b9f4-b8dd8e9d4a4d'],59,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:11:59.493,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,c21c4a12-3944-4b56-8468-ab9683dcdb7e,2207,,"[66.9, 10.6]",69208,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Sara Caroline Seger,10224.0,Left Defensive Midfield,110,Sweden Women's,858,['823df9a3-b4ae-4378-ba39-a5f7dfd01f02'],37,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:12:37.854,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1dd0b6e4-38a1-4de7-9dc9-f78db53a2002,2211,,"[80.6, 9.5]",69208,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Emma Stina Blackstenius,10229.0,Center Forward,110,Sweden Women's,858,['a41ac3f2-3ce5-418a-9260-06d8e29474d4'],41,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:12:41.947,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,603486b4-13d0-4abe-bc4f-6bbf43fe3992,2214,,"[79.1, 30.3]",69208,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Fridolina Rolfö,10215.0,Left Wing,110,Sweden Women's,858,"['d9744128-e495-4c73-92b5-c94d70292972', 'ff7bfd7c-c74f-46b0-9d40-df504b3e481b']",44,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:12:44.059,Ball Receipt*,True
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,6c47d813-e661-4eeb-8ce3-84009ddf3474,2220,,"[104.7, 76.7]",69208,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Eva Sofia Jakobsson,13881.0,Right Wing,110,Sweden Women's,858,['db13a438-10b0-42d8-b386-9dd9a8021690'],52,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:12:52.022,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,129d6851-0a68-421c-8373-eaed15ee3beb,2222,,"[6.8, 14.7]",69208,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marina Hegering,25491.0,Left Center Back,111,Germany Women's,857,['fbc925af-59f2-494b-a67e-bb670ec336f6'],58,,,,,,,,,,,,,,,,,,Germany Women's,857,00:12:58.744,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2b7751f2-4573-4d4f-940b-b0e47d578609,2227,,"[2.0, 30.6]",69208,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Almuth Schult,10257.0,Goalkeeper,111,Germany Women's,857,"['1228f300-1db2-4ab9-a9d0-16403789b928', 'a15b6c01-30e1-493b-8059-a9a3f73888fe']",3,,,,,,,,,,,,,,,,,,Germany Women's,857,00:13:03.074,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,06454d6f-0ce6-45d8-9d05-b288b8ece3ba,2230,,"[16.9, 3.8]",69208,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Giulia Gwinn,25492.0,Left Back,111,Germany Women's,857,['fc1f3e50-fdb0-4199-a2c4-c53481aec0fb'],5,,,,,,,,,,,,,,,,,,Germany Women's,857,00:13:05.500,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,e31dc2be-e257-4829-9242-7b05d000a2db,2233,,"[23.7, 15.0]",69208,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Svenja Huth,10374.0,Right Midfield,111,Germany Women's,857,['4fad77e4-dcf8-465b-ac40-73be70c17911'],7,,,,,,,,,,,,,,,,,,Germany Women's,857,00:13:07.285,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,76d191e8-0b38-49cd-838a-874ac16bb4da,2237,,"[22.4, 23.7]",69208,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alexandra Popp,15178.0,Right Center Midfield,111,Germany Women's,857,['83243cae-3bf2-45e3-8cc1-a8b2e40dcb0d'],9,,,,,,,,,,,,,,,,,,Germany Women's,857,00:13:09.342,Ball Receipt*,
